address,name,size,calls,called_by,decompiled
004271b0,FUN_004271b0,39,0,2,1
004271e0,FUN_004271e0,37,4,1,1
00427210,FUN_00427210,155,1,4,1
004272b0,FUN_004272b0,248,0,2,1
004273b0,FUN_004273b0,54,0,1,1
004273f0,FUN_004273f0,885,3,1,1
00427770,FUN_00427770,116,2,7,1
00427800,FUN_00427800,30,2,0,1
00427820,FUN_00427820,61,1,8,1
00427867,FUN_00427867,8,1,1,1
00427970,FUN_00427970,44,2,0,1
004279a0,FUN_004279a0,30,2,2,1
004279c0,FUN_004279c0,70,1,0,1
00427a10,FUN_00427a10,118,1,1,1
00427a90,FUN_00427a90,137,1,1,1
00427b20,FUN_00427b20,101,3,0,1
00427b86,GetOpenFileNameA,6,0,1,1
00427b90,_JumpToContinuation,46,0,1,1
00427bd0,_CallMemberFunction0,7,0,1,1
00427be0,FID_conflict:_CallMemberFunction1,7,0,1,1
00427bf0,FID_conflict:_CallMemberFunction1,7,0,1,1
00427c00,_UnwindNestedFrames,81,1,2,1
00427c60,___CxxFrameHandler,60,1,0,1
00427ca0,_CallCatchBlock2,98,1,1,1
00427d40,_CallSETranslator,209,0,1,1
00427e20,TranslatorGuardHandler,98,2,0,1
00427e8c,__global_unwind2,32,1,0,1
00427ece,__local_unwind2,104,1,1,1
00427f36,__abnormal_termination,35,0,1,1
00427f59,FUN_00427f59,9,0,1,1
00427f62,FUN_00427f62,24,0,1,1
00427f80,FUN_00427f80,14,1,27,1
00427f90,FUN_00427f90,16,1,7,1
00427fa0,__ftol,39,0,4,1
00427fd0,__fpmath,23,3,1,1
00428000,FUN_00428000,56,0,1,1
00428040,_sprintf,103,2,7,1
004280b0,FUN_004280b0,10,0,1,1
004280c0,_rand,42,0,1,1
004280f0,FUN_004280f0,122,1,2,1
00428180,__ArrayUnwind,103,0,2,1
00428220,FUN_00428220,122,1,2,1
004282b0,FUN_004282b0,279,0,2,1
004283c7,FUN_004283c7,1183,1,2,1
00428866,__fdivp_sti_st,19,1,2,1
0042888c,__adj_fdiv_m32,76,1,1,1
004288d8,__adj_fdiv_m64,76,1,0,1
00429040,_strncmp,56,0,1,1
00429080,FUN_00429080,121,2,1,1
00429100,FUN_00429100,19,1,13,1
00429160,FUN_00429160,348,1,1,1
004292c0,entry,351,14,0,1
00429450,__amsg_exit,38,3,4,1
00429480,___InternalCxxFrameHandler,188,3,2,1
00429540,FUN_00429540,659,7,1,1
004297e0,FUN_004297e0,213,3,1,1
004298c0,GetRangeOfTrysToCheck,159,1,2,1
00429960,___FrameUnwindToState,190,2,2,1
00429a50,CatchIt,148,5,2,1
00429af0,FUN_00429af0,213,3,1,1
00429c30,BuildCatchObject,496,8,1,1
00429e30,DestructExceptionObject,97,1,2,1
00429eb0,AdjustPointer,33,0,1,1
00429ee0,__CallSettingFrame@12,72,1,2,1
00429f30,FUN_00429f30,89,1,3,1
00429fb0,FUN_00429fb0,89,1,5,1
0042a030,FUN_0042a030,24,1,9,1
0042a050,FUN_0042a050,20,1,7,1
0042a070,FUN_0042a070,64,2,2,1
0042a0b0,FUN_0042a0b0,21,1,1,1
0042a0d0,__setdefaultprecision,19,1,1,1
0042a0f0,__ms_p5_test_fdiv,79,0,1,1
0042a140,FUN_0042a140,278,3,1,1
0042a3a0,__cftoe,310,3,1,1
0042a4e0,__cftof,251,3,1,1
0042a5e0,FUN_0042a5e0,176,4,0,1
0042a690,__cftoe_g,43,1,1,1
0042a6c0,__cftof_g,38,1,1,1
0042a760,__shift,43,1,2,1
0042a790,FUN_0042a790,328,4,2,1
0042a8e0,FUN_0042a8e0,2255,10,1,1
0042b2c0,write_char,65,1,3,1
0042b310,write_multi_char,49,1,1,1
0042b350,write_string,55,1,1,1
0042b390,FUN_0042b390,15,0,1,1
0042b3a0,FUN_0042b3a0,21,0,1,1
0042b3c0,FUN_0042b3c0,16,0,1,1
0042b495,FUN_0042b495,27,1,0,1
0042b4b0,FUN_0042b4b0,48,2,1,1
0042b4e0,FUN_0042b4e0,18,1,1,1
0042b500,__exit,18,1,3,1
0042b520,FUN_0042b520,128,2,2,1
0042b5a0,FUN_0042b5a0,32,0,2,1
0042b5c0,FUN_0042b5c0,111,4,1,1
0042b630,FUN_0042b630,21,1,1,1
0042b650,__mbsnbcpy,134,1,1,1
0042b6e0,FUN_0042b6e0,475,4,1,1
0042b8c0,getSystemCP,77,0,1,1
0042b910,_CPtoLCID,56,0,1,1
0042b970,setSBCS,44,0,1,1
0042b9a0,FUN_0042b9a0,11,1,1,1
0042bb40,__ismbblead,18,1,1,1
0042bb60,x_ismbbtype,58,0,1,1
0042bba0,FUN_0042bba0,219,3,1,1
0042bc80,__setargv,155,4,1,1
0042bd20,parse_cmdline,466,0,1,1
0042bf00,FUN_0042bf00,411,7,1,1
0042c0a0,FUN_0042c0a0,467,6,1,1
0042c280,FUN_0042c280,21,1,1,1
0042c2a0,__FF_MSGBANNER,61,1,1,1
0042c2e0,FUN_0042c2e0,494,5,3,1
0042c500,FUN_0042c500,88,2,0,1
0042c570,FID_conflict:_ValidateRead,32,1,2,1
0042c590,FID_conflict:_ValidateRead,32,1,1,1
0042c5b0,_ValidateExecute,27,1,2,1
0042c5d0,FID_conflict:_memcpy,285,0,2,1
0042c720,_abort,27,3,1,1
0042c740,FUN_0042c740,33,0,3,1
0042c770,__control87,63,2,1,1
0042c7b0,__controlfp,24,1,1,1
0042c7d0,__abstract_cw,161,0,1,1
0042c880,__hw_cw,141,0,1,1
0042c910,FUN_0042c910,11,1,1,1
0042c920,__isctype,145,1,2,1
0042c9c0,FID_conflict:_tolower,229,2,0,1
0042cab0,__ZeroTail,100,0,1,1
0042cb20,__IncMan,99,1,1,1
0042cb90,__RoundMan,172,2,1,1
0042cc40,__CopyMan,29,0,1,1
0042cc60,__FillZeroMan,15,0,1,1
0042cc70,__IsZeroMan,29,0,1,1
0042cc90,FUN_0042cc90,173,0,1,1
0042cd40,__ld12cvt,459,5,2,1
0042cf10,FID_conflict:__ld12tod,24,1,1,1
0042cf30,FID_conflict:__ld12tod,24,1,1,1
0042cf50,FID_conflict:__atodbl,53,2,0,1
0042cf90,FID_conflict:__atodbl,53,2,0,1
0042cfd0,__fptostr,129,0,3,1
0042d060,__fltout,103,2,3,1
0042d0d0,FUN_0042d0d0,187,0,1,1
0042d190,FUN_0042d190,555,4,2,1
0042d3c0,FUN_0042d3c0,188,4,2,1
0042d480,__getbuf,75,1,1,1
0042d4d0,FUN_0042d4d0,42,0,1,1
0042d5f0,_wctomb,146,1,1,1
0042d690,__aulldiv,104,0,1,1
0042d700,__aullrem,117,0,1,1
0042d780,FUN_0042d780,36,0,2,1
0042d7b0,___crtMessageBoxA,146,2,1,1
0042d850,_raise,337,2,1,1
0042d9e0,siglookup,49,0,1,1
0042da20,___crtGetStringTypeA,291,5,1,1
0042db50,___crtLCMapStringA,555,7,1,1
0042dd80,_strncnt,44,0,1,1
0042ddb0,FUN_0042ddb0,35,0,3,1
0042dde0,___add_12,102,1,2,1
0042de50,___shl_12,62,0,3,1
0042de90,___shr_12,54,0,2,1
0042ded0,FUN_0042ded0,232,2,1,1
0042dfc0,FUN_0042dfc0,1578,3,2,1
0042e710,FUN_0042e710,923,5,1,1
0042eab0,FUN_0042eab0,102,0,3,1
0042eb20,FUN_0042eb20,144,1,1,1
0042ebb0,FUN_0042ebb0,67,0,3,1
0042ec00,FUN_0042ec00,82,2,1,1
0042ec60,FUN_0042ec60,115,2,0,1
0042ece0,_fflush,76,3,1,1
0042ed30,__flush,100,1,2,1
0042edb0,FUN_0042edb0,107,1,1,1
0042ee20,FUN_0042ee20,49,0,0,1
0042ee60,FUN_0042ee60,678,3,2,1
0042f110,FUN_0042f110,123,1,2,1
0042f190,_fclose,112,4,1,1
0042f200,FUN_0042f200,111,3,1,1
0042f270,__freebuf,57,1,1,1
0042f2b0,__close,199,5,1,1
0042f378,RtlUnwind,6,0,2,1
